ID,Language,InputSource,Timestamp,TextFilePath,AudioFilePath,Speed,GainDB,PitchSemitones,CenterHz,WavelengthM,Q
000001,English,typed,2025-08-24T05:35:59.394950,Textual Data\English\000001.txt,Audio\English\000001.wav,1,-2,5,3000.0,0.11433,1
